12/02/2020, 15:48:20	12/02/2020, 19:58:00	Businesswire IPO	Rodgers Silicon Valley Acquisition Corp. Announces Initial Public Offering at $200 Million	http://www.businesswire.com/news/home/20201202005909/en/Rodgers-Silicon-Valley-Acquisition-Corp.-Announces-Initial-Public-Offering-at-200-Million/	WOODSIDE, Calif.--(BUSINESS WIRE)--Rodgers Silicon Valley Acquisition Corp., a newly organized blank check company formed as a Delaware corporation, today announced the pricing of its initial public offering of 20 million units at an offering price of $10.00 per unit, with each unit consisting of one share of common stock and one-half of one redeemable warrant. Each whole warrant will entitle the holder thereof to purchase one share of common stock at $11.50 per share. The units are expected to	(M&A /Possible_Funding /IPOs)	Not Computed	('Rodgers Silicon Valley Acquisition Corp.', 'ORG')('Initial Public Offering', 'ORG')('$200 Million', 'MONEY')	-
12/02/2020, 15:48:20	12/02/2020, 00:03:00	Businesswire IPO	Trepont Acquisition Corp I Announces Pricing of $200 Million Initial Public Offering	http://www.businesswire.com/news/home/20201201006257/en/Trepont-Acquisition-Corp-I-Announces-Pricing-of-200-Million-Initial-Public-Offering/	NEW YORK--(BUSINESS WIRE)--Trepont Acquisition Corp I announced today that it priced its initial public offering of 20,000,000 units at $10.00 per unit.	(M&A /Possible_Funding /IPOs)	Not Computed	('Trepont Acquisition Corp I Announces Pricing', 'ORG')('$200 Million', 'MONEY')	-
12/02/2020, 15:48:20	12/01/2020, 21:58:00	Businesswire IPO	Yellowstone Acquisition Company Announces Closing of Over-Allotment Option in Initial Public Offering	http://www.businesswire.com/news/home/20201201006201/en/Yellowstone-Acquisition-Company-Announces-Closing-of-Over-Allotment-Option-in-Initial-Public-Offering/	OMAHA, Neb.--(BUSINESS WIRE)--Yellowstone Acquisition Company (the “Company”) (NASDAQ:YSACU), a special purpose acquisition company, announced the closing of the sale today of an additional 1,098,898 units pursuant to the partial exercise of the underwriters’ over-allotment option in connection with the Company’s initial public offering. The additional units were sold at the initial public offering price of $10.00 per unit. The total number of units sold by the Company in the initial public off	(M&A /IPOs)	Not Computed	('Yellowstone Acquisition Company Announces', 'ORG')	-
12/02/2020, 15:48:20	12/01/2020, 20:21:00	Businesswire IPO	WestPark Capital Announces Closing of $15,100,000 IPO of HF Enterprises, Inc. (NASDAQ: HFEN)	http://www.businesswire.com/news/home/20201201006138/en/WestPark-Capital-Announces-Closing-of-15100000-IPO-of-HF-Enterprises-Inc.-NASDAQ-HFEN/	LOS ANGELES--(BUSINESS WIRE)--WestPark Capital, Inc., a full-service investment bank and securities broker-dealer, today announced the closing of the Initial Public Offering of HF Enterprises, Inc. consisting of 2,160,000 shares of common stock at an IPO price of $7.00 per share for gross proceeds of approximately $15.1 million, before deducting expenses. WestPark Capital acted as Co-Manager. A registration statement relating to the shares of common stock sold in this offering was declared effe	(IPOs)	Not Computed	('WestPark Capital Announces Closing', 'ORG')('15,100,000', 'MONEY')('HF Enterprises,', 'ORG')('HFEN', 'ORG')	-
12/02/2020, 15:48:27	12/02/2020, 18:48:22	BusinessJournal	Airbnb seeks up to $2.8 billion in IPO	https://www.bizjournals.com/sanjose/news/2020/12/02/airbnb-seeks-up-to-2-8-billion-in-ipo.html?ana=brss_1028	The mega-unicorn, however, is also facing a steep drop in revenue amid Covid-19 and losses that have more than doubled in the first nine months this year.	(IPOs)	Not Computed	('Airbnb', 'GPE')('up to $2.8 billion', 'MONEY')	-
12/02/2020, 15:48:27	12/02/2020, 15:11:00	BusinessJournal	Sanford call center Total Marketing Concepts files for Chapter 11 bankruptcy protection	https://www.bizjournals.com/orlando/news/2020/12/02/total-marketing-concepts.html?ana=brss_1028	Assets are listed as between $0-$50,000 and its liabilities are listed between $10 million-$50 million, according to court records	(Bankruptcy)	Not Computed	('Sanford', 'ORG')('Chapter 11', 'LAW')	-
12/02/2020, 15:48:27	12/02/2020, 14:39:46	BusinessJournal	South Florida's Largest Foreclosure Actions	https://www.bizjournals.com/southflorida/subscriber-only/2020/11/27/south-floridas-largest-foreclosure.html?ana=brss_1028	Information was obtained through records from the counties’ court offices. This list does not include foreclosure actions resolved by November 10, 2020. South Florida includes the following metro areas: Miami, Fort Lauderdale, and Palm Beach.	(Bankruptcy)	Not Computed	("South Florida's", 'ORG')	-
12/02/2020, 15:48:27	12/01/2020, 21:03:37	BusinessJournal	The week in NM bankruptcies: Kit Carson Home & Museum Inc.	https://www.bizjournals.com/albuquerque/news/2020/12/01/the-week-in-bankruptcies-kit-carson-home-museum-inc.html?ana=brss_1028	This week in Albuquerque business bankruptcies include Kit Carson Home & Museum Inc.. For the year, Albuquerque has recorded 23 business bankruptcy filings.	(Bankruptcy)	Not Computed	('The week', 'DATE')('NM', 'ORG')('Kit Carson Home & Museum Inc.', 'ORG')	-
12/02/2020, 15:48:27	12/01/2020, 20:58:39	BusinessJournal	M&A wrap: After speedy bankruptcy, Mood Media hooks up with new PE owner	https://www.bizjournals.com/austin/news/2020/12/01/ma-wrap-mood-media-vector-capital.html?ana=brss_1028	Check out some of the latest mergers and acquisitions to hit our radar from companies such as Zilker Technology, Nexion Health and Spiceworks. One involves Mood Media, a company that creates "signature scents" for hotels and other businesses. It went through a one-day bankruptcy earlier this year.	(Bankruptcy)	Not Computed	('Mood Media', 'ORG')('PE', 'ORG')	-
12/02/2020, 15:48:27	12/01/2020, 18:04:32	BusinessJournal	Popular Newtown Square restaurant Trattoria Giuseppe closes, files for bankruptcy	https://www.bizjournals.com/philadelphia/news/2020/12/01/trattoria-giuseppe-bankruptcy-closes-pandemic.html?ana=brss_1028	The eatery shut down over Thanksgiving weekend following a 15-year run.	(Bankruptcy)	Not Computed	('Newtown Square', 'FAC')('Trattoria Giuseppe', 'LOC')	-
