11/13/2020, 17:24:49	11/13/2020, 22:13:00	Businesswire IPO	Northern Star Acquisition Corp. Announces Closing of $250,000,000 Initial Public Offering	http://www.businesswire.com/news/home/20201113005711/en/Northern-Star-Acquisition-Corp.-Announces-Closing-of-250000000-Initial-Public-Offering/	NEW YORK--(BUSINESS WIRE)--Northern Star Acquisition Corp. (the “Company”) announced today that it closed its initial public offering of 25,000,000 units at $10.00 per unit. The units were listed on the New York Stock Exchange (“NYSE”) and began trading on Wednesday, November 11, 2020, under the ticker symbol “STIC.U”. Each unit consists of one share of the Company’s Class A common stock and one-third of one redeemable warrant, each whole warrant entitling the holder thereof to purchase one sha	(M&A /IPOs)	Not Computed	('Northern Star Acquisition Corp.', 'ORG')('250,000,000', 'MONEY')	-
11/13/2020, 17:24:49	11/13/2020, 22:01:00	Businesswire IPO	C3.ai Files Registration Statement with the SEC for Proposed Initial Public Offering	http://www.businesswire.com/news/home/20201113005710/en/C3.ai-Files-Registration-Statement-with-the-SEC-for-Proposed-Initial-Public-Offering/	REDWOOD CITY, Calif.--(BUSINESS WIRE)--C3.ai, a leading enterprise AI software provider for accelerating digital transformation, today announced that it has publicly filed a registration statement on Form S-1 with the U.S. Securities and Exchange Commission (“SEC”) relating to a proposed initial public offering of its Class A common stock. C3.ai intends to list its Class A common stock under the ticker symbol "AI" on the New York Stock Exchange. The number of shares to be offered and the price	(IPOs)	Not Computed	('SEC', 'ORG')	-
11/13/2020, 17:24:49	11/13/2020, 02:52:00	Businesswire IPO	dMY Technology Group, Inc. III Announces Pricing of $275 Million Upsized Initial Public Offering	http://www.businesswire.com/news/home/20201112006150/en/dMY-Technology-Group-Inc.-III-Announces-Pricing-of-275-Million-Upsized-Initial-Public-Offering/	LAS VEGAS--(BUSINESS WIRE)--dMY Technology Group, Inc. III (the "Company") announced today the pricing of its initial public offering of 27,500,000 units at a price of $10.00 per unit. The units will be listed on The New York Stock Exchange (the "NYSE") and trade under the ticker symbol "DMYI.U" beginning on November 13, 2020. Each unit consists of one share of Class A common stock and one-fourth of one redeemable warrant, with each whole warrant exercisable to purchase one share of Class A com	(Possible_Funding /IPOs)	Not Computed	('dMY Technology Group', 'ORG')('$275 Million', 'MONEY')	-
11/13/2020, 17:24:49	11/13/2020, 00:00:00	Businesswire IPO	Better World Acquisition Corp. Announces Pricing of $110 Million Upsized Initial Public Offering	http://www.businesswire.com/news/home/20201112006134/en/Better-World-Acquisition-Corp.-Announces-Pricing-of-110-Million-Upsized-Initial-Public-Offering/	NEW YORK--(BUSINESS WIRE)--Better World Acquisition Corp. (the “Company”) announced today that it priced its upsized initial public offering of 11,000,000 units, at $10.00 per unit. The units will be listed on the Nasdaq Capital Market (“Nasdaq”) and will begin trading tomorrow, Friday, November 13, 2020, under the ticker symbol “BWACU.” Each unit consists of one share of the Company’s common stock and one redeemable warrant, each warrant entitling the holder thereof to purchase one share of co	(M&A /Possible_Funding /IPOs)	Not Computed	('Better World Acquisition Corp.', 'ORG')('$110 Million', 'MONEY')	-
11/13/2020, 17:24:50	11/13/2020, 20:32:53	Techcruch	Extra Crunch roundup: Inside DoorDash’s IPO, first-person founder stories, the latest in fintech VC and more	http://feedproxy.google.com/~r/Techcrunch/~3/R579ct9wnR4/	One of my favorite series of Monty Python sketches is built around the concept of surprise: Chapman: I didn&#8217;t expect a kind of Spanish Inquisition. [JARRING CHORD] [Three cardinals burst in] Cardinal Ximénez: NOBODY expects the Spanish Inquisition! I was reminded of this today when I needed to reschedule a few stories so we could cover DoorDash&#8217;s S-1 [&#8230;]	(IPOs)	Not Computed	('first', 'ORDINAL')	-
11/13/2020, 17:24:50	11/13/2020, 15:12:15	Techcruch	The VC and founder winners of DoorDash’s IPO	http://feedproxy.google.com/~r/Techcrunch/~3/-OA3ngHQXPI/	After years of rumors and high-flying headlines, we finally have the S-1 for DoorDash. Alex has covered the primary details, but I figured it would be good to dive in so we can see who is raking in the returns on the country’s delivery startup champion. DoorDash’s filing indicates that the company raised a combined [&#8230;]	(IPOs)	Not Computed	('VC', 'ORG')('DoorDash', 'GPE')	-
11/13/2020, 17:24:50	11/13/2020, 14:18:43	Techcruch	Onfido’s Husayn Kassai steps back, brings in new CEO ahead of a planned IPO	http://feedproxy.google.com/~r/Techcrunch/~3/324Pxa2b2k4/	There are big changes today at Onfido, the global identity verification and authentication platform which has rocketed in adoption as so many services become digitized during the pandemic. The company, which has raised more than $200 million to date, is appointing a new CEO with the intention of moving toward an IPO “at some point” [&#8230;]	(IPOs)	Not Computed	('Onfido', 'PERSON')('Husayn Kassai', 'PERSON')	-
11/13/2020, 17:24:53	11/13/2020, 21:29:00	PRNewswire -Financial Services & Investing	Chardan Acts as Lead Left Book-Runner in Natural Order Acquisition Corp.'s Oversubscribed $230 Million IPO	https://www.prnewswire.com:443/news-releases/chardan-acts-as-lead-left-book-runner-in-natural-order-acquisition-corps-oversubscribed-230-million-ipo-301172990.html	NEW YORK, Nov. 13, 2020 /PRNewswire/ -- Chardan, a global investment bank with a leading Special Purpose Acquisition Company ("SPAC") practice, announced today that it acted as lead left book-runner in Natural Order Acquisition Corp.'s ("NOACU") successfully completed $230 million IPO,...	(M&A /Possible_Funding /IPOs)	Not Computed	('Chardan Acts', 'PERSON')('Lead Left Book-Runner', 'FAC')("Natural Order Acquisition Corp.'s", 'ORG')('Oversubscribed', 'ORG')('$230 Million', 'MONEY')	-
11/13/2020, 17:24:58	11/13/2020, 22:02:25	BusinessJournal	The week in bankruptcies: Rothe H2O LLC	https://www.bizjournals.com/denver/news/2020/11/13/the-week-in-bankruptcies-november-13.html?ana=brss_1028	For the year, Denver has recorded 100 business bankruptcy filings.	(Bankruptcy)	Not Computed	('The week', 'DATE')	-
11/13/2020, 17:24:58	11/13/2020, 20:36:52	BusinessJournal	The Funded: New SPAC files for $200M IPO, led by former Cypress Semiconductor CEO TJ Rodgers	https://www.bizjournals.com/sanjose/news/2020/11/13/cypress-semiconductor-tj-rodgers-new-spac-ipo.html?ana=brss_1028	According to its SEC filing, the Rodgers Silicon Valley Acquisition Corp. is looking to take public an energy or industrial-focused tech company in Silicon Valley.	(Funding /IPOs)	Not Computed	('$200M', 'MONEY')('Cypress Semiconductor', 'ORG')	-
11/13/2020, 17:24:58	11/13/2020, 20:32:55	BusinessJournal	The week in bankruptcies: Christopher D. Collins MD PA and Elite Turf Care Group LLC.	https://www.bizjournals.com/austin/news/2020/11/13/the-week-in-bankruptcies-christopher-d-collins-md-pa-and-elite-turf-care-group-l.html?ana=brss_1028	Through Oct. 30, the federal court in Austin had recorded 66 business bankruptcy filings — a 78% increase from a year prior.	(Bankruptcy)	Not Computed	('The week', 'DATE')('Christopher D. Collins', 'PERSON')('Elite Turf Care Group LLC', 'ORG')	-
11/13/2020, 17:24:58	11/13/2020, 20:00:00	BusinessJournal	The week in Valley bankruptcies: Charity Towing & Recovery	https://www.bizjournals.com/phoenix/news/2020/11/13/the-week-in-bankruptcies-charity-towing-recovery-llc.html?ana=brss_1028	For the year, Phoenix has recorded 67 business bankruptcy filings.	(Bankruptcy)	Not Computed	('The week', 'DATE')('Valley', 'LOC')('Charity Towing & Recovery', 'ORG')	-
