11/20/2020, 16:32:57	11/19/2020, 21:45:00	Businesswire Funding	Goldman Sachs BDC, Inc. Prices Public Offering of $500 Million of 2.875% Unsecured Notes Due 2026	http://www.businesswire.com/news/home/20201119006301/en/Goldman-Sachs-BDC-Inc.-Prices-Public-Offering-of-500-Million-of-2.875-Unsecured-Notes-Due-2026/	NEW YORK--(BUSINESS WIRE)--Goldman Sachs BDC, Inc. (the “Company”) (NYSE: GSBD) announced today that it has priced an offering of $500 million aggregate principal amount of 2.875% notes due 2026 (the “2026 Notes”). The 2026 Notes will mature on January 15, 2026 and may be redeemed in whole or in part at the Company’s option at any time at par plus a “make-whole” premium, if applicable. The offering is subject to customary closing conditions, and the 2026 Notes are expected to be delivered on or	(Possible_Funding /IPOs)	Not Computed	('Goldman Sachs BDC', 'ORG')('$500 Million', 'MONEY')('2.875%', 'PERCENT')('2026', 'DATE')	-
11/20/2020, 16:32:57	11/20/2020, 18:22:00	Businesswire IPO	NANOBIOTIX Files Registration Statement for Proposed Initial Public Offering in the United States	http://www.businesswire.com/news/home/20201120005663/en/NANOBIOTIX-Files-Registration-Statement-for-Proposed-Initial-Public-Offering-in-the-United-States/	PARIS & CAMBRIDGE, Mass.--(BUSINESS WIRE)--Regulatory News: NANOBIOTIX (Paris:NANO) (Euronext: NANO – ISIN : FR0011341205 – the ‘‘Company’’), a clinical-stage nanomedicine company pioneering new approaches to the treatment of cancer, today announced that it has filed a registration statement on Form F-1 with the U.S. Securities and Exchange Commission (the “SEC”) relating to a proposed initial public offering of its American Depositary Shares (“ADSs”), representing ordinary shares, in the Unite	(IPOs)	Not Computed	('the United States', 'GPE')	-
11/20/2020, 16:32:57	11/20/2020, 11:44:00	Businesswire IPO	Wish Files Registration Statement for Proposed Initial Public Offering	http://www.businesswire.com/news/home/20201120005374/en/Wish-Files-Registration-Statement-for-Proposed-Initial-Public-Offering/	SAN FRANCISCO--(BUSINESS WIRE)--ContextLogic Inc. (d/b/a “Wish”) today announced that it has publicly filed a registration statement on Form S-1 with the U.S. Securities and Exchange Commission (“SEC”) relating to a proposed initial public offering of its Class A common stock. The number of shares to be offered and the price range for the offering have not yet been determined. Wish intends to list its Class A common stock on the Nasdaq Global Select Market under the ticker symbol “WISH.” Goldma	(IPOs)	Not Computed		-
11/20/2020, 16:32:57	11/20/2020, 11:30:00	Businesswire IPO	New Residential Announces NewRez’s Confidential Submission of Draft Registration Statement for Proposed Initial Public Offering	http://www.businesswire.com/news/home/20201120005159/en/New-Residential-Announces-NewRez%E2%80%99s-Confidential-Submission-of-Draft-Registration-Statement-for-Proposed-Initial-Public-Offering/	NEW YORK & FORT WASHINGTON, Pa.--(BUSINESS WIRE)--New Residential Announces NewRez’s Confidential Submission of Draft Registration Statement for Proposed Initial Public Offering	(IPOs)	Not Computed		-
11/20/2020, 16:32:57	11/20/2020, 03:07:00	Businesswire IPO	Omnichannel Acquisition Corp. Announces Pricing of $200 Million Initial Public Offering	http://www.businesswire.com/news/home/20201119006397/en/Omnichannel-Acquisition-Corp.-Announces-Pricing-of-200-Million-Initial-Public-Offering/	NEW YORK--(BUSINESS WIRE)--Omnichannel Acquisition Corp. (the "Company") today announced the pricing of its initial public offering of 20,000,000 units at a price of $10.00 per unit. The units will be listed on the New York Stock Exchange (the "NYSE") and trade under the ticker symbol "OCA.U" beginning on November 20, 2020. Each unit consists of one share of Class A common stock and one-half of one redeemable warrant, with each whole warrant exercisable to purchase one share of Class A common s	(M&A /Possible_Funding /IPOs)	Not Computed	('Omnichannel Acquisition Corp. Announces', 'ORG')('$200 Million', 'MONEY')	-
11/20/2020, 16:32:57	11/19/2020, 23:24:00	Businesswire IPO	Kingswood Acquisition Corp. Prices $100 Million Initial Public Offering	http://www.businesswire.com/news/home/20201119006357/en/Kingswood-Acquisition-Corp.-Prices-100-Million-Initial-Public-Offering/	NEW YORK--(BUSINESS WIRE)--Kingswood Acquisition Corp., a newly organized blank check company, announced the pricing of its initial public offering.	(M&A /Possible_Funding /IPOs)	Not Computed	('Kingswood Acquisition Corp.', 'ORG')('$100 Million', 'MONEY')	-
11/20/2020, 16:32:57	11/19/2020, 22:53:00	Businesswire IPO	OTR Acquisition Corp. Announces Closing of $104.5 Million Initial Public Offering, Including Partial Exercise of the Overallotment Option	http://www.businesswire.com/news/home/20201119006350/en/OTR-Acquisition-Corp.-Announces-Closing-of-104.5-Million-Initial-Public-Offering-Including-Partial-Exercise-of-the-Overallotment-Option/	MIAMI--(BUSINESS WIRE)--OTR Acquisition Corp. Announces Closing of $104.5 Million Initial Public Offering, Including Partial Exercise of the Overallotment Option	(M&A /Possible_Funding /IPOs)	Not Computed	('OTR Acquisition Corp. Announces', 'ORG')('$104.5 Million', 'MONEY')('Initial Public Offering', 'ORG')	-
11/20/2020, 16:32:57	11/19/2020, 22:14:00	Businesswire IPO	CORRECTING AND REPLACING Oragenics Announces Proposed Underwritten Public Offering	http://www.businesswire.com/news/home/20201119006292/en/CORRECTING-AND-REPLACING-Oragenics-Announces-Proposed-Underwritten-Public-Offering/	TAMPA, Fla.--(BUSINESS WIRE)--Oragenics Announces Proposed Underwritten Public Offering	(IPOs)	Not Computed		-
11/20/2020, 16:32:57	11/19/2020, 22:10:00	Businesswire IPO	Roblox Files Registration Statement for Proposed Initial Public Offering	http://www.businesswire.com/news/home/20201119006322/en/Roblox-Files-Registration-Statement-for-Proposed-Initial-Public-Offering/	SAN MATEO, Calif.--(BUSINESS WIRE)--Roblox Corporation (“Roblox”) announced today that it has filed a registration statement on Form S-1 with the U.S. Securities and Exchange Commission (“SEC”) relating to a proposed initial public offering of shares of its Class A common stock. The number of shares to be offered and the price range for the proposed offering have not yet been determined. The offering is subject to market conditions, and there can be no assurance as to whether, or when, the offe	(IPOs)	Not Computed		-
11/20/2020, 16:32:59	11/19/2020, 22:17:19	Venturebeat	Roblox files for IPO, a first for user-generated game platforms	https://venturebeat.com/2020/11/19/user-generated-game-platform-roblox-files-for-ipo/	User-generated game platform Roblox publicly disclosed its filing to go public on the U.S. stock market.	(IPOs)	Not Computed	('first', 'ORDINAL')	-
