11/24/2020, 16:59:56	11/24/2020, 19:35:11	FinSME	Lunewave Raises $7M in Series A Funding	https://www.finsmes.com/2020/11/lunewave-raises-7m-in-series-a-funding.html	Lunewave, a Tucson, AZ-based maker of proprietary Luneburg lens antenna and radar, raised $7M in Series A funding. The round was led by FM Capital with participation from Baidu, Proeza Ventures, Intact Ventures, Blue 9 Capital, Tsingyuan Ventures and others. In addition to the funding, auto industry veterans Peter Schwarzenbacher (BMW) and James Zizelman (Stoneridge, [&#8230;]The post Lunewave Raises $7M in Series A Funding appeared first on FinSMEs.	(Funding)	Not Computed	('Lunewave Raises', 'ORG')('$7M', 'MONEY')	-
11/24/2020, 16:59:56	11/24/2020, 19:20:59	FinSME	IceKredit Raises $US33M in Series C1 Funding	https://www.finsmes.com/2020/11/icekredit-raises-us33m-in-series-c1-funding.html	IceKredit, a Shangai, China-based AI powered platform for business, closed a $33m series C1 round of funding. The round was led by Guoxin Venture Investment with participation from Guohe Capital, Yunqi Partners, and China Creation Ventures. The company intends to use the funds for expanding the development team, investments and acquisitions, and improving its business ecosystem. Founded [&#8230;]The post IceKredit Raises $US33M in Series C1 Funding appeared first on FinSMEs.	(Funding)	Not Computed	('IceKredit Raises', 'ORG')	-
11/24/2020, 16:59:56	11/24/2020, 18:59:41	FinSME	Kredivo Secures $100M Debt Facility from Victory Park Capital	https://www.finsmes.com/2020/11/kredivo-secures-100m-debt-facility-from-victory-park-capital.html	Kredivo, a digital credit platform for retail borrowers across Indonesia, secured a debt facility of up to $100m from Victory Park Capital. The deal &#8211; VPC’s first in Southeast Asia &#8211; will fund consumer loans for Kredivo’s borrowers in Indonesia. The company will use the funds to grow and further diversify the funding of its [&#8230;]The post Kredivo Secures $100M Debt Facility from Victory Park Capital appeared first on FinSMEs.	(No Keywords detect)	(Funding)	('Kredivo Secures', 'ORG')('100', 'MONEY')	-
11/24/2020, 16:59:56	11/24/2020, 18:46:47	FinSME	SR One Closes First Biotech VC Fund, at $500M	https://www.finsmes.com/2020/11/sr-one-closes-first-biotech-vc-fund-at-500m.html	SR One, a trans-Atlantic biotech venture capital firm, closed its first independent fund, having recently completed its spinout from GlaxoSmithKline (GSK). GSK is the largest investor in the $500m fund, joined by a global pool of institutional asset managers, endowments, foundations, pension funds and family offices. Based in San Francisco, CA, and London, UK, SR [&#8230;]The post SR One Closes First Biotech VC Fund, at $500M appeared first on FinSMEs.	(Funding)	Not Computed	('SR One Closes First Biotech VC Fund', 'ORG')('500', 'MONEY')	-
11/24/2020, 16:59:56	11/24/2020, 18:13:49	FinSME	BlackRock To Acquire Aperio, for $1.05 Billion	https://www.finsmes.com/2020/11/blackrock-to-acquire-aperio-for-1-05-billion.html	BlackRock, Inc. (NYSE: BLK) is to acquire Aperio from Golden Gate Capital and the company&#8217;s employees, for $1.05 billion in cash. Aperio is a Sausalito, California-based leader in customizing tax-optimized index equity separately managed accounts (SMAs) to reflect each client’s unique risk, tax, and personal values preferences. The company delivers the capabilities needed by wealth [&#8230;]The post BlackRock To Acquire Aperio, for $1.05 Billion appeared first on FinSMEs.	(M&A)	Not Computed	('Acquire Aperio', 'PERSON')('$1.05 Billion', 'MONEY')	-
11/24/2020, 16:59:56	11/24/2020, 17:43:44	FinSME	CoStar Group to Acquire Homesnap, For $250M	https://www.finsmes.com/2020/11/costar-group-to-acquire-homesnap-for-250m.html	CoStar Group, Inc. (NASDAQ: CSGP), a Washington, D.C.-based provider of commercial real estate information, analytics and online marketplaces, is to acquire Homesnap, Inc. a Bethesda, MD-based provider of a residential real estate agent management platform, for $250m in cash. The acquisition &#8211; expected to close in 2020, subject to customary closing conditions and regulatory review [&#8230;]The post CoStar Group to Acquire Homesnap, For $250M appeared first on FinSMEs.	(M&A)	Not Computed	('CoStar Group', 'ORG')('Acquire Homesnap', 'PERSON')('250', 'MONEY')	-
11/24/2020, 16:59:56	11/24/2020, 16:24:47	FinSME	Hippo Secures $350M in Funding	https://www.finsmes.com/2020/11/hippo-secures-350m-in-funding.html	Hippo Enterprises, a Palo Alto, Calif.-based insurtech group focused on home insurance, raised $350m in funding. Backers included Mitsui Sumitomo Insurance Company, Limited, a subsidiary of MS&#38;AD Insurance Group Holdings, Inc. Through this partnership, Takashi Sato, a managing partner of MS&#38;AD Ventures, the corporate venture capital fund of MS&#38;AD Insurance Group Holdings, will join Hippo&#8217;s [&#8230;]The post Hippo Secures $350M in Funding appeared first on FinSMEs.	(Funding)	Not Computed	('350', 'MONEY')	-
11/24/2020, 16:59:56	11/24/2020, 16:06:30	FinSME	HMBradley Raises $18.25M in Series A Funding	https://www.finsmes.com/2020/11/hmbradley-raises-18-25m-in-series-a-funding.html	HMBradley, a Santa Monica, CA-based digital banking platform built to reward savers, raised $18.25m in Series A funding. The round was led by Acrew Capital. The company intends to use the funds to ramp its credit program and continue expanding offerings built around consumer needs, grow its team with talent to create the best possible [&#8230;]The post HMBradley Raises $18.25M in Series A Funding appeared first on FinSMEs.	(Funding)	Not Computed	('HMBradley', 'ORG')('$18.25M', 'MONEY')	-
11/24/2020, 16:59:56	11/24/2020, 15:39:12	FinSME	Logz.io Raises $23M in Funding	https://www.finsmes.com/2020/11/logz-io-raises-23m-in-funding.html	Logz.io, a Boston, MA. and Tel Aviv, Israel-based cloud-native observability platform for modern DevOps teams, raised $23m in funding. The round was led by Pitango Growth, with participation from existing investors. The company intends to use the funds to accelerate product development initiatives around AI and Machine Learning, expand headcount and go-to-market activities around the globe. [&#8230;]The post Logz.io Raises $23M in Funding appeared first on FinSMEs.	(Funding)	Not Computed	('Logz.io Raises', 'ORG')('23', 'MONEY')	-
11/24/2020, 16:59:56	11/24/2020, 14:11:11	FinSME	Accenture To Acquire End-to-End Analytics	https://www.finsmes.com/2020/11/accenture-to-acquire-end-to-end-analytics.html	Accenture (NYSE: ACN) is to acquire End-to-End Analytics, a Palo Alto, CA-based analytics and data science consultancy. The amount of the deal &#8211; whose completion is subject to customary closing conditions &#8211; was not disclosed. The acquisition builds on Accenture’s analytics, data, and AI business around the world, with recent acquisitions of Analytics8 in Australia, Pragsis Bidoop in Spain, Clarity Insights in [&#8230;]The post Accenture To Acquire End-to-End Analytics appeared first on FinSMEs.	(M&A)	Not Computed		-
